modality,sample_id,timestamp,language,is_scam,scam_type,scam_stage,requested_action,sensitive_info_requested,severity,has_url,has_upi,has_otp,has_qr,has_phone,has_threat,has_urgency,text,weight,source_origin,augmentation_id
SMS,AUG03321,,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Click link,Aadhaar,5,1,0,0,0,0,1,1,CBI: open https://kyc-update.in/w25za41q82 today itself.,1.0,SMS0060,3321.0
SMS,AUG03322,,English,1,Marketplace / Refund / UPI Scam,Payment/Transfer,Scan QR / approve collect request,UPI PIN,4,1,0,0,1,0,0,0,Quikr: scan QR or approve collect request for ₹20831 today itself.,1.0,SMS0076,3322.0
AudioTranscript,AUG03323,,Hinglish,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[Voicemail] Mega Bumper Draw alert. pay ₹34388 via UPI ssier@ybl aaj hi. thik hai,0.5,AUD0015,3323.0
Call,AUG03324,,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,"SerBWSSBce: BWSSB here. Your plan expires on 17-May. Renew in the official app or https://pay-safe.co/5cg4seyes
Senior: Not now, thank you.
SerBWSSBce: Okay. Have a nice day.",0.3333333333333333,CALL0097,3324.0
SMS,AUG03325,,English,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,1,India Post: Parcel held at customs. Pay clearance ₹14999 at https://verify-now.co/hjxojsd2tn within 30 minutes.,0.2,SMS0046,3325.0
SMS,AUG03326,,Hinglish,1,Lottery/Prize Scam,Lure,Call number,,3,0,0,0,0,1,0,0,Mega Bumper Draw: call support at +91-82596-67646 jaldi karo.,0.5,SMS0012,3326.0
AudioTranscript,AUG03327,,Hinglish,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,0,0,0,0,0,0,[Automated Voice] Profit Desk alert. open https://verify-abhi.co/aood11j3q5 jaldi karo.,0.25,AUD0039,3327.0
AudioTranscript,AUG03328,,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[Voicemail] AnyDesk alert. install AnyDesk and share the session code before midnight.,0.25,AUD0024,3328.0
WhatsApp,AUG03329,,English,1,Job Offer Scam,Lure,Share ID docs,,3,1,0,0,0,0,0,0,"Scammer: Indeed notice. send Aadhaar and PAN photo on WhatsApp +91-82576-21128 within 10 minutes.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent.",0.5,WA0025,3329.0
Call,AUG03330,,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Agent: Congratulations! You have won ₹34994 in WhatsApp Promo.
Senior: Really?
Agent: Pay processing fee ₹34994 to UPI hpbrb@okMega Bumper Drawbank to claim.",1.0,CALL0012,3330.0
AudioTranscript,AUG03331,,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[AutomatTeamViewer Voice] Paytm support. Malware detectTeamViewer. Install Remote Assist from https://kyc-update.in/pf0oqd9h4 now.,0.25,AUD0022,3331.0
SMS,AUG03332,,English,1,Job Offer Scam,Action request,Share ID docs,Aadhaar,3,0,0,0,0,1,0,0,Naukri: send Aadhaar and PAN photo on WhatsApp +91-78831-75866 immediately.,0.5,SMS0025,3332.0
SMS,AUG03333,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,BSNL: Bill ₹870 due 20-Dec. Official app ya https://kyc-update karo.in/6brl2kdu se pay karo. samjhe?,0.3333333333333333,SMS0083,3333.0
SMS,AUG03334,,Hinglish,1,Bank/KYC Fraud,Action request,Share ID docs,Aadhaar,4,0,0,0,0,1,0,0,KYC update requirUnion Bank. Share PAN/Aadhaar photo on WhatsApp number +91-94184-11084. Jaldi karo. samjhe?,1.0,SMS0002,3334.0
SMS,AUG03335,,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,Apple Security: Malware detectTeamViewer. Install QuickSupport from https://pay-safe.co/rj4u6hqhg4e for cleanup.,1.0,SMS0022,3335.0
SMS,AUG03336,,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,Your SIM re-verification failAirtel. bhejo OTP to re-activate.,0.5,SMS0050,3336.0
AudioTranscript,AUG03337,,English,1,Bank/KYC Fraud,Action request,Click link,PAN,4,1,0,0,0,0,1,1,[Voicemail] ICICI alert. open https://gpay-help.in/nngrwplfw within 10 minutes.,0.1111111111111111,AUD0002,3337.0
WhatsApp,AUG03338,,Hinglish,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,"Bank: SBI: Your statement is ready. View in official app or https://gpay-help.in/nldjy46tl0b
Senior: Ok thanks. samjhe?",0.3333333333333333,WA0088,3338.0
AudioTranscript,AUG03339,,English,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,[Voicemail] Axis alert. share the OTP sent to your phone right now.,1.0,AUD0008,3339.0
Call,AUG03340,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,Agent: This is from BESCOM. open the official portal https://airtel.in/kmtpda83pei6 for details. Senior: Why so urgent? Agent: Delay will cause account issues. thik hai,1.0,CALL0095,3340.0
WhatsApp,AUG03341,,Hinglish,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,"Scammer: Kotak notice. open the official portal https://hdfcbank.com/dj3e15fsq for details.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent. samjhe?",0.3333333333333333,WA0083,3341.0
AudioTranscript,AUG03342,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"[Automated Voice] Axis alert. Debit of ₹295 occurred. If not you, call official helpline.",0.09090909090909091,AUD0092,3342.0
Call,AUG03343,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,"Bank Agent: Hello, thank you for calling Union Bank. How may I help you?
Senior: I want to verify a transaction I received an alert for.
Bank Agent: Please confirm last 4 digits of your account.
Senior: It is 3560.
Bank Agent: Thank you. I can see the transaction status in your account.",0.3333333333333333,CALL0091,3343.0
WhatsApp,AUG03344,,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,1,"Scammer: Dad notice. pay ₹131822 via UPI rdump@ibl service band hone se pehle.
Senior: I want to confirm first.
Scammer: Do it abhi. This is urgent.",0.2,WA0067,3344.0
Call,AUG03345,,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,Agent: This is from Lucky Winner Program. pay ₹13492 via UPI izkgtx@okaxis within 10 minutes. Senior: Why so urgent? Agent: Delay will cause account issues.,0.2,CALL0010,3345.0
WhatsApp,AUG03346,,English,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,"Scammer: DTDC notice. open the official portal https://sbi.co.in/kh8fp8v for details.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent.",1.0,WA0097,3346.0
Call,AUG03347,,English,1,Job Offer Scam,Lure,Pay via UPI,,3,1,0,0,0,0,0,0,"HR: You're shortlisted for a work-from-home role earning ₹1904/month.
Senior: Ok.
HR: Pay training fee ₹1904 to confirm. Or submit docs Apna Jobsa https://pay-safe.co/e1c20q4",1.0,CALL0026,3347.0
SMS,AUG03348,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,URGENT: Tata Power password change hua. Agar aapne nahi kiya to reset: https://kyc-update.in/hdrhjed,0.3333333333333333,SMS0088,3348.0
AudioTranscript,AUG03349,,Hinglish,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,[Automated Voice] Axis alert. bhejo the OTP sent to your phone 10 minute ke andar. jaldi,1.0,AUD0003,3349.0
Call,AUG03350,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,Agent: This is from Union Bank. open the official portal https://dtdc.in/v0j5vskq for details. Senior: Why so urgent? Agent: Delay will cause account issues.,0.3333333333333333,CALL0083,3350.0
AudioTranscript,AUG03351,,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Automated Voice] Airtel alert. open https://kyc-update.in/qdsmyxggk jaldi karo. samjhe?,0.16666666666666666,AUD0053,3351.0
SMS,AUG03352,,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,,5,0,0,0,0,1,0,1,Police Department: call support at +91-79688-14149 immediately.,1.0,SMS0063,3352.0
WhatsApp,AUG03353,,English,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,"Courier: DTDC: Your package is out for delivery this evening. Track: https://secure-link.in/uqp8fewb4sl
Senior: Ok, I will be home.",1.0,WA0097,3353.0
Call,AUG03354,,Hinglish,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,Agent: This is from official Notice. No action is required if this was expected.. Senior: Why so urgent? Agent: Delay will cause account issues. thik hai,0.3333333333333333,CALL0088,3354.0
Call,AUG03355,,English,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Clinic: Hello, validateing your appointment on 18-Oct at 7:00 PM.
Senior: Yes validateOfficial Notice, thank you.
Clinic: Please arrive 10 minutes early.",0.125,CALL0089,3355.0
SMS,AUG03356,,Hinglish,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,PhonePe Security: Malware detectAnyDesk. Install Remote Assist from https://bill-alert.in/ujws11cpmg for cleanup. samjhe?,1.0,SMS0024,3356.0
SMS,AUG03357,,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,,5,0,0,0,0,1,0,1,Court notice: Settlement requirIncome Tax right away. Call +91-78059-59236 immIncome Taxiately.,1.0,SMS0063,3357.0
AudioTranscript,AUG03358,,Hinglish,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,[AutomatMega Bumper Draw Voice] Congratulations! Prize ₹6009 in KBC. Pay processing ₹6009 to UPI bjdqvq@ibl.,0.5,AUD0015,3358.0
SMS,AUG03359,,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,Your SIM re-verification failAirtel. send OTP to re-activate.,0.5,SMS0050,3359.0
SMS,AUG03360,,English,0,Legitimate: Bank Alert,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,Canara: Rs.50000 debited from A/C XX8082 on 10-Nov. Avl bal: Rs.45000.,0.2,SMS0082,3360.0
AudioTranscript,AUG03361,,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,5,0,1,0,0,0,0,0,"[Voice Note] Mom, it's me. Emergency hai. ₹53335 UPI yrlyq@okDidibank abhi. plz don't call.",0.5,AUD0066,3361.0
WhatsApp,AUG03362,,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,Aadhaar,5,0,1,0,0,0,1,1,"Scammer: Namaste, I'm from Police Control Room. Your number is linked to a cyber fraud case. 🙏
Senior: What? I have done nothing.
Scammer: We have a complaint under your Aadhaar. You must verify now.
Senior: How do I verify?
Scammer: Stay on call. For verification, transfer ₹61587 (refundable) to UPI nfnlubyp@okTRAI.
Scammer: If you disconnect, FIR will be filed.",0.5,WA0058,3362.0
AudioTranscript,AUG03363,,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Voicemail] Jio alert. open https://verify-abhi.co/4aq7xtwq aaj hi. thik hai,0.16666666666666666,AUD0052,3363.0
SMS,AUG03364,,Hinglish,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,PhonePe Security: Malware detectQuickSupport. Install Remote Assist from https://customer-care.live/7ncqaqww9n for cleanup.,1.0,SMS0024,3364.0
Call,AUG03365,,Hinglish,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,1,0,0,1,Agent: This is from Telegram Resale. scan QR or approve collect request for ₹3699 aaj hi. Senior: Why so urgent? Agent: Delay will cause account issues.,0.25,CALL0076,3365.0
Call,AUG03366,,Hinglish,0,Legitimate: Appointment Reminder,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,Agent: This is from Service Desk. Track the update karo only from the company app or website.. Senior: Why so urgent? Agent: Delay will cause account issues. samjhe?,0.3333333333333333,CALL0088,3366.0
Call,AUG03367,,Hinglish,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,Agent: This is from TeamViewer. install AnyDesk and bhejo the session code service band hone se pehle. Senior: Why so urgent? Agent: Delay will cause account issues.,0.5,CALL0017,3367.0
Call,AUG03368,,English,1,Bank/KYC Fraud,Action request,Share OTP,OTP,5,0,0,1,0,0,0,1,"Agent: Hello, HDFC security desk. Suspicious transaction of ₹16029 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.
Senior: I will call the official helpline.
Agent: If you delay, funds will be lost. Read OTP now.",0.25,CALL0004,3368.0
SMS,AUG03369,,Hinglish,1,Bank/KYC Fraud,Action request,Share ID docs,Aadhaar,4,0,0,0,0,1,0,0,KYC update requirAxis. bhejo PAN/Aadhaar photo on WhatsApp number +91-79568-46317. Jaldi karo. samjhe?,1.0,SMS0002,3369.0
AudioTranscript,AUG03370,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Voicemail] Tata Power plan expires on 31-Mar. Renew in um official um app or https://bill-alert.in/bzxtwv1ehq,1.0,AUD0097,3370.0
Call,AUG03371,,English,1,Marketplace / Refund / UPI Scam,Action request,Scan QR / approve collect request,OTP,4,0,0,1,1,0,0,1,"Buyer: I'm buying from OLX. I'll send ₹19817 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you.",0.5,CALL0079,3371.0
AudioTranscript,AUG03372,,English,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,0,0,0,0,1,[Voicemail] Vi alert. open https://gpay-help.in/8fzui7d32pt before midnight.,0.1111111111111111,AUD0049,3372.0
Call,AUG03373,,Hinglish,1,Job Offer Scam,Lure,Pay via UPI,,3,1,0,0,0,0,0,0,Agent: This is from Naukri. pay ₹981 via UPI nembqhl@okicici aaj hi. Senior: Why so urgent? Agent: Delay will cause account issues.,1.0,CALL0028,3373.0
AudioTranscript,AUG03374,,English,1,Tech Support / Remote Access Scam,Lure,Call number,,3,0,0,0,0,1,0,0,[Automated Voice] QuickSupport alert. call support at +91-71247-88640 before midnight.,1.0,AUD0021,3374.0
SMS,AUG03375,,English,1,Job Offer Scam,Action request,Share ID docs,Aadhaar,3,0,0,0,0,1,0,0,HR: Selected. proLinkedInde Aadhaar/PAN for verification. WhatsApp +91-86068-75478,0.5,SMS0027,3375.0
SMS,AUG03376,,English,1,Marketplace / Refund / UPI Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,OLX: Buyer sent payment. To receive ₹30642 share OTP.,0.2,SMS0074,3376.0
WhatsApp,AUG03377,,English,1,Marketplace / Refund / UPI Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,1,"Scammer: Quikr buyer here. I'll pay ₹35406 now.
Senior: Ok.
Scammer: You will get an OTP—tell me to confirm payment.
Senior: I receivMeesho OTP.
Scammer: Read it out quickly.",0.3333333333333333,WA0076,3377.0
SMS,AUG03378,,English,1,Marketplace / Refund / UPI Scam,Payment/Transfer,Scan QR / approve collect request,UPI PIN,4,1,0,0,1,0,0,0,Telegram Resale: scan QR or approve collect request for ₹33133 immediately.,1.0,SMS0076,3378.0
Call,AUG03379,,English,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,Agent: This is from Jio. open the official portal https://dtdc.in/3quptogim for details. Senior: Why so urgent? Agent: Delay will cause account issues.,0.3333333333333333,CALL0097,3379.0
Call,AUG03380,,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Agent: Congratulations! You have won ₹26277 in WhatsApp Promo.
Senior: Really?
Agent: Pay processing fee ₹26277 to UPI mohqu@okFestive Bonanzabank to claim. haan ji",1.0,CALL0012,3380.0
SMS,AUG03381,,Hinglish,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,Blue Dart: open the official portal https://sbi.co.in/9hks7stc for details.,0.3333333333333333,SMS0091,3381.0
Call,AUG03382,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,Agent: This is from Kotak. open the official portal https://airtel.in/05pxo92ry for details. Senior: Why so urgent? Agent: Delay will cause account issues.,0.3333333333333333,CALL0083,3382.0
WhatsApp,AUG03383,,Hinglish,1,Loan/Investment Scam,Payment/Transfer,Click link,,3,1,1,0,0,0,0,1,"Scammer: Pre-approved loan ₹531 ready. No documents.
Senior: I did not apply.
Scammer: Special scheme. Activate by paying ₹531 fee.
Scammer: Pay at https://secure-link.in/m2m1eg3x or UPI vxiecohu@ibl.
Senior: I'll Profit Desksit branch.
Scammer: Offer ends today. Online only. haan ji",1.0,WA0036,3383.0
Call,AUG03384,,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Agent: Congratulations! You have won ₹2128 in WhatsApp Promo.
Senior: Really?
Agent: Pay processing fee ₹2128 to UPI wykgqn@ibl to claim. jaldi",1.0,CALL0012,3384.0
Call,AUG03385,,English,1,Job Offer Scam,Lure,Pay via UPI,,3,1,0,0,0,0,0,0,"HR: You're shortlisted for a work-from-home role earning ₹10626/month.
Senior: Ok.
HR: Pay training fee ₹10626 to confirm. Or submit docs Indeeda https://upi-support.co/hbg3p3hx",1.0,CALL0026,3385.0
SMS,AUG03386,,English,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Call number,,5,0,0,0,0,1,0,1,Income Tax: call support at +91-75675-83672 before midnight.,1.0,SMS0063,3386.0
Call,AUG03387,,Hinglish,1,Job Offer Scam,Lure,Pay via UPI,,3,1,0,0,0,0,0,0,HR: You're shortlisted for um a work-from-home role earning sir ₹11243/month. Senior: Ok. HR: Pay training fee ₹11243 to confirm. Or submit docs Apna Jobsa https://pay-safe.co/2jkm6uhpj8tp,1.0,CALL0028,3387.0
WhatsApp,AUG03388,,English,1,Telecom/Utility / KYC Scam,Action request,Click link,PAN,4,1,0,1,0,0,0,1,"Scammer: Jio notice. open https://bill-alert.in/gy4853zd today itself.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent.",0.14285714285714285,WA0055,3388.0
Call,AUG03389,,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,Agent: Congratulations! You have um won ₹11921 in New uh Year Bonanza. Senior: Really? Agent: Pay processing fee ₹11921 to UPI wpetas@axl to claim.,0.2,CALL0016,3389.0
AudioTranscript,AUG03390,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,[Automated Voice] BESCOM alert. open the official portal https://sbi.co.in/eauzzj9pb2 for details. samjhe?,1.0,AUD0097,3390.0
WhatsApp,AUG03391,,Hinglish,1,Job Offer Scam,Lure,Share ID docs,,3,1,1,0,0,0,0,0,"Scammer: HR: Part-time work-from-home job available.
Senior: I'm retired.
Scammer: Easy task. Earn ₹13350/day. Register at https://verify-now.co/f8iwi9kiul
Senior: Ok.
Scammer: Pay ₹13350 to UPI kdzrg@okNaukri. samjhe?",1.0,WA0028,3391.0
Call,AUG03392,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,Agent: This is from Axis. open the official portal https://hdfcbank.com/r6qc4vc for details. Senior: Why so urgent? Agent: Delay will cause account issues.,0.3333333333333333,CALL0083,3392.0
Call,AUG03393,,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,Agent: This is from Festive Bonanza. pay ₹12614 via UPI sadpzdjg@ybl abhi turant. Senior: Why so urgent? Agent: Delay will cause account issues.,1.0,CALL0012,3393.0
AudioTranscript,AUG03394,,English,1,Marketplace / Refund / UPI Scam,Action request,Share OTP,OTP,4,0,0,1,0,0,0,0,[Voicemail] OLX alert. share the OTP sent to your phone immediately.,0.5,AUD0079,3394.0
Call,AUG03395,,Hinglish,1,Government/Authority Impersonation (incl. Digital Arrest),Escalation/Threat,Pay via UPI,Aadhaar,5,0,1,0,0,0,1,1,Agent: This is from CBI. pay ₹145475 via UPI ajgctz@okhdfcbank 10 minute ke andar. Senior: Why so urgent? Agent: Delay will cause account issues.,0.2,CALL0059,3395.0
Call,AUG03396,,English,0,Legitimate: Bank Alert,No action (info only),Visit official app/website,,1,0,0,0,0,0,0,0,Agent: This is from Axis. open the official portal https://airtel.in/ip3mzh9dj for details. Senior: Why so urgent? Agent: Delay will cause account issues.,0.3333333333333333,CALL0091,3396.0
SMS,AUG03397,,English,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,XpressBees: open the official portal https://amazon.in/5lolgcnf for details.,0.16666666666666666,SMS0092,3397.0
SMS,AUG03398,,Hinglish,1,Lottery/Prize Scam,Lure,Call number,,3,0,0,0,0,1,0,0,Festive Bonanza: call karo support at +91-89380-57292 service band hone se pehle.,0.5,SMS0012,3398.0
WhatsApp,AUG03399,,English,1,Job Offer Scam,Lure,Share ID docs,,3,1,0,0,0,0,0,0,"Scammer: LinkedIn notice. send Aadhaar and PAN photo on WhatsApp +91-80615-18153 today itself.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent.",0.5,WA0025,3399.0
SMS,AUG03400,,English,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,1,It's me. Network issue. Please transfer now. sefwul@okDidi,0.3333333333333333,SMS0070,3400.0
SMS,AUG03401,,Hinglish,1,Job Offer Scam,Payment/Transfer,Click link,,3,0,0,0,0,0,0,0,Work-from-home job ₹10656/month. Pay Apna Jobsning fee ₹10656. Details:,0.16666666666666666,SMS0026,3401.0
WhatsApp,AUG03402,,English,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Scammer: Congratulations! You won ₹24119 in New Year Bonanza! 🙏
Senior: I never participatFestive Bonanza.
Scammer: Auto-selectFestive Bonanza from mobile number.
Scammer: To claim, pay ₹24119 processing fee to UPI zszgeyy@paytm.",1.0,WA0010,3402.0
SMS,AUG03403,,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,1,Dad: pay ₹36441 via UPI erscdw@ybl 10 minute ke andar.,1.0,SMS0067,3403.0
WhatsApp,AUG03404,,English,1,Lottery/Prize Scam,Lure,Call number,,4,1,1,0,0,0,0,1,"Scammer: Congratulations! You won ₹13229 in New Year Bonanza!
Senior: I never participated.
Scammer: Auto-selected from mobile number.
Scammer: To claim, pay ₹13229 processing fee to UPI inelvpms@okFestive Bonanza.
Senior: Sounds fake. Send official website link.
Scammer: Ok check https://kyc-update.in/4d46nr4 Hurry, expires today.",1.0,WA0015,3404.0
WhatsApp,AUG03405,,Hinglish,1,Lottery/Prize Scam,Lure,Pay via UPI,,4,0,1,0,0,0,0,0,"Scammer: Congratulations! You won ₹33191 in KBC!
Senior: I never participatLucky Winner Program.
Scammer: Auto-selectLucky Winner Program from mobile number.
Scammer: To claim, pay ₹33191 processing fee to UPI nrdgfi@ibl.",1.0,WA0013,3405.0
Call,AUG03406,,Hinglish,0,Legitimate: Service Notification,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,Agent: This is from BSES. open the official portal https://hdfcbank.com/q2daiwi12u3 for details. Senior: Why so urgent? Agent: Delay will cause account issues. haan ji,1.0,CALL0095,3406.0
SMS,AUG03407,,Hinglish,1,Family/Friend Impersonation,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,1,It's me. Network issue. plz transfer abhi. ykiusde@okPapabank,1.0,SMS0067,3407.0
WhatsApp,AUG03408,,Hinglish,1,Telecom/Utility / KYC Scam,Action request,Share OTP,OTP,4,1,0,0,0,0,0,1,"Scammer: BSNL: SIM deactivation today due to KYC pending.
Senior: But my SIM is active.
Scammer: System check. complete abhi.
Senior: I will use the official app.
Scammer: No time. Use https://pay-safe.co/orunsbs to complete within 2 hours.",1.0,WA0052,3408.0
SMS,AUG03409,,Hinglish,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,0,XpressBees: Delivery attempt fail. Reschedule: https://gpay-help.in/5oihu4e0,0.3333333333333333,SMS0091,3409.0
WhatsApp,AUG03410,,Hinglish,1,Lottery/Prize Scam,Lure,Call number,,4,0,1,0,0,0,0,0,"Scammer: Lucky Winner Program notice. call karo support at +91-86252-17474 aaj hi.
Senior: I want to confirm first.
Scammer: Do it abhi. This is urgent. haan ji",0.5,WA0016,3410.0
WhatsApp,AUG03411,,English,0,Legitimate: Delivery Update,No action (info only),Visit official app/website,,1,1,0,0,0,0,0,1,"Scammer: Blue Dart notice. open the official portal https://jio.com/f4k4m3gjphmc for details.
Senior: I want to confirm first.
Scammer: Do it now. This is urgent.",1.0,WA0097,3411.0
Call,AUG03412,,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,0,"Technician: This is Apple support. Your deAnyDeskce has malware.
Senior: What should I do?
Technician: Install TeamAnyDeskewer. I will guide you. Link: https://secure-link.in/eikh6ut18p2w",0.25,CALL0019,3412.0
SMS,AUG03413,,English,1,Job Offer Scam,Action request,Share ID docs,Aadhaar,3,0,0,0,0,1,0,0,HR: SelectWorkIndia. forward Aadhaar/PAN for verification. WhatsApp +91-76313-81779,0.5,SMS0025,3413.0
WhatsApp,AUG03414,,Hinglish,0,Legitimate: Subscription/Receipt,No action (info only),No action (info only),,1,0,0,0,0,0,0,0,"Scammer: Support Team notice. Track the update karo only from the company app or website..
Senior: I want to confirm first.
Scammer: Do it abhi. This is urgent. jaldi",0.25,WA0100,3414.0
AudioTranscript,AUG03415,,English,1,Tech Support / Remote Access Scam,Action request,Install remote-support app,,4,1,0,0,0,0,0,1,[AutomatRustDesk Voice] Paytm support. Malware detectRustDesk. Install AnyDesk from https://secure-link.in/t7crkzor9 now.,0.25,AUD0017,3415.0
WhatsApp,AUG03416,,Hinglish,1,Delivery/Courier / Customs Scam,Payment/Transfer,Click link,,4,1,0,0,0,0,0,1,"Scammer: XpressBees notice. open https://kyc-update.in/9ezt7eladam service band hone se pehle.
Senior: I want to confirm first.
Scammer: Do it abhi. This is urgent.",0.25,WA0048,3416.0
SMS,AUG03417,,English,1,Lottery/Prize Scam,Payment/Transfer,Pay via UPI,,4,0,1,0,0,0,0,0,Prize release requires processing fee ₹20216. Pay via UPI zjmvm@okMega Bumper Drawbank.,0.3333333333333333,SMS0009,3417.0
SMS,AUG03418,,English,1,Job Offer Scam,Action request,Share ID docs,Aadhaar,3,0,0,0,0,1,0,0,Apna Jobs: send Aadhaar and PAN photo on WhatsApp +91-88908-90247 before midnight.,0.5,SMS0025,3418.0
Call,AUG03419,,English,1,Job Offer Scam,Lure,Click link,,3,1,0,0,0,0,0,0,"HR: You're shortlisted for a work-from-home role earning ₹3177/month.
Senior: Ok.
HR: Pay training fee ₹3177 to verify. Or submit docs WorkIndiaa https://otp-verify.in/ryx3wjh",0.2,CALL0032,3419.0
